155	France	FR	MULTIPOLYGON (((8.506362066967281 42.29670027113196, 8.662892146768673 42.65387278254739, 9.213195182360611 42.82598620851627, 9.298077375143219 43.08773658045317, 9.532911550518538 43.05603630896521, 9.652071840341515 42.10832614913383, 9.285316713717014 41.29186955267871, 8.720058765048366 41.48678473850287, 8.494412624946351 41.9375351429406, 8.506362066967281 42.29670027113196)), ((-4.709973560994341 48.23480765935306, -4.889353567210909 48.4101507341212, -4.766782978505629 48.6514249898026, -3.52200849362322 48.93676502103219, -3.095339627447403 48.96067051614045, -2.673236132030027 48.62476202022149, -2.327063567415351 48.77412001321173, -1.655717452297379 48.71646511043177, -1.994810427328731 49.8065600259028, -1.249840340958978 49.78662432198052, -1.103941924832174 49.48594598174622, -0.069336637828066 49.41022594228311, 0.16023121298888 49.80497184701203, 1.376024739340224 50.17990849470968, 1.574242953166407 50.96393410855702, 2.576838168494773 51.18471845236176, 2.725079907854992 50.89187127198269, 3.175625659445994 50.88289959990231, 3.364334049219519 50.60516075128104, 4.214147123442194 50.37014347016608, 4.259533835010342 50.06539522836131, 4.8420026142403 50.26606967057994, 4.984191278159195 50.15257218606204, 4.947052266472673 49.9002148688673, 5.541991657541084 49.61714730625751, 6.439084968030789 49.57242734393456, 6.778653873428766 49.28507576358107, 8.300085926844101 49.03167460869042, 7.674087574293979 48.08166029929977, 7.668333580285505 47.52456280096554, 7.422269197607629 47.34036473926669, 7.095044980830186 47.39558627621462, 6.207843234415266 46.46338338404993, 6.877890163023627 46.48919923216088, 6.887272290164979 46.20242964223, 7.135068282443923 45.95618970978629, 6.937445172965186 45.7536076419226, 7.258590354918575 45.37555488316243, 7.177613000125268 45.17260017522317, 6.767359062875363 45.06424377599612, 7.127753919031405 44.85906973219448, 6.970778148391891 44.42549122002016, 7.372054815700456 44.23017863302659, 7.71394775951357 44.25640768751322, 7.804648678098087 44.05802993601105, 7.575047436926327 43.69181527413959, 6.827164624512742 43.32361669685357, 6.683303158638327 43.09408185025215, 6.177888664304706 42.95135179219566, 3.994262296038144 43.44508491714114, 3.176474653464259 43.02664150684324, 3.246683353759901 42.36445611711208, 2.546013304995589 42.23364663580129, 1.982953617788863 42.25997421281323, 1.627414786370156 42.53909087524325, 0.779694713810505 42.74075915362808, 0.684980742339271 42.58893164924306, -0.019261502259368 42.58853301220178, -1.465853463683231 42.95290327662052, -1.505973411975434 43.18693922652483, -1.880658328443254 43.36647413219595, -1.54233744225352 43.6712212109996, -1.191549526533271 45.5903397967978, -1.607076596999916 46.32792356461594, -2.194156073803722 46.75834359512827, -2.147431641474014 47.02192844773109, -2.602543750046592 47.22030455395043, -2.619990140189941 47.42148578484839, -2.999341336027374 47.48317258514543, -3.000605399941519 47.23088302856348, -3.253141400330549 47.21043003501565, -3.267716061861771 47.56271544476419, -3.998837977408892 47.78690357365622, -4.411011667773439 47.71877350119411, -4.814648578792717 48.00096238872943, -4.709973560994341 48.23480765935306), (-1.209369954364864 46.07302537018624, -1.209538663661729 46.07290641822158, -1.208050892577067 46.07175743718506, -1.209369954364864 46.07302537018624)))
156	Liechtenstein	LI	MULTIPOLYGON (((9.399967936855202 47.12443419126532, 9.540717130335604 47.37428953932312, 9.733605531374723 47.09630061720333, 9.475712627589933 46.95745987797381, 9.399967936855202 47.12443419126532)))
157	Monaco	MC	MULTIPOLYGON (((7.511599526826685 43.82659417316063, 7.474357401711758 43.65296392883839, 7.312138753407038 43.66684524488169, 7.322979585574172 43.82276802095786, 7.511599526826685 43.82659417316063)))
158	Switzerland	CH	MULTIPOLYGON (((6.015825294258491 46.34039091675466, 6.052147389642936 46.6524156969929, 6.8176084968721 47.28718062316251, 6.9344502407565 47.57999712699797, 8.308217584999841 47.70726477247344, 8.568616065160644 47.90650166935394, 9.632891234638119 47.61543618861653, 9.770304292311904 47.38783328747797, 9.600730063681402 47.16418865370433, 10.12470011269427 46.95036903451486, 10.39893517816043 47.10222973041805, 10.58817199119093 46.93871776419072, 10.53976043016307 46.48233853662123, 10.15380831339693 46.50347602486097, 10.20173733450329 46.15499516693137, 9.391656655547067 46.31056467495196, 9.019591648753305 45.7317211293081, 8.335140412581293 46.30272209673831, 7.910491985175461 45.83537141348992, 7.188164857212284 45.78074326092632, 6.70088665352455 46.09833131227582, 6.697900899317886 46.35361542369257, 5.998463539695754 46.04696651290765, 5.86831230520953 46.22338305149113, 6.015825294258491 46.34039091675466)))
159	Belgium	BE	MULTIPOLYGON (((3.008682769825882 50.66595899460813, 2.5804273323074 50.74481929934138, 2.467310344481405 51.1579794626558, 3.351490546974422 51.47195965274678, 3.89976756696122 51.3075241614169, 4.45356639084189 51.57529617897831, 5.045439807842586 51.58670213158337, 5.316897564497566 51.36222712523381, 5.910352786568462 51.23067436749962, 5.803817651191152 50.86862107637821, 6.331040919978461 50.69938313220553, 6.497607971701673 50.312306351708, 5.84938216761825 49.88148388091726, 5.999036801109632 49.66780094749637, 5.926014548971964 49.49397259141815, 5.47503029820144 49.4089074263591, 4.808409931871002 49.72226554515606, 4.736203113240957 49.9189927838525, 4.092141048000574 49.89627474146317, 4.086142443936676 50.21273112611781, 3.260097292803027 50.43139093064934, 3.008682769825882 50.66595899460813)))
160	Germany	DE	MULTIPOLYGON (((5.864776515090395 51.79442641997588, 6.111384059191507 51.98730394787541, 6.635006181730814 52.00456188350092, 6.931022744765411 52.2856455487945, 6.589897005366359 52.55848156911972, 6.677282919577098 52.71945340991389, 6.964280531749294 52.7420046474824, 7.104228764953535 53.00329168833032, 7.108275539304763 53.23855913706161, 6.915650105118743 53.39847094100902, 7.042560606328871 53.67422316831997, 7.912163305279169 53.81933627499728, 8.182513798182345 53.665751846072, 8.558045603890861 53.96752984788238, 8.766756251071669 53.95430019742434, 8.501272660353095 54.33893081788587, 8.820443231792666 54.51445174688239, 8.185297673317454 54.74455715179434, 8.419994138080403 55.15581172061357, 8.542514289600918 55.00581923765231, 9.962089393980145 54.87843728975613, 10.13617728779514 54.58860835313246, 10.72077190650005 54.40856471287098, 11.04237533503844 54.63155338886018, 11.26547481103078 54.59736205516292, 11.40686050607325 54.37522842466889, 11.18271423803392 54.3070796313657, 11.13891292316028 54.11279438666522, 11.39077695419006 54.02301764378895, 12.49829417959584 54.56997197017861, 13.06394215725348 54.48978023410326, 13.16171427665704 54.71733524024284, 13.37680217235932 54.7805754738057, 13.71985850786709 54.65571709136558, 13.82957308539118 54.26375748688174, 14.32108733265149 53.95815366550097, 14.5127630724896 53.30302484821431, 14.26946855477144 52.8990028208975, 14.72299745553855 52.62813556063283, 14.65461811507152 52.36849743679188, 14.86074668091725 52.06804154097691, 14.73328045914613 51.80509160062827, 15.13216141068159 51.23579740411732, 14.83930573040568 50.72657332582803, 14.46743713598534 50.93836847667272, 12.38028879372636 50.12473106623991, 12.6388724615987 49.94659224845643, 12.57098994005656 49.75929697210749, 12.74478727128325 49.49791141839446, 13.93198105216772 48.79158025255493, 13.79130738751981 48.43986145504037, 13.55112405066151 48.47628692234556, 13.36338277847585 48.22941511695635, 12.90495673233662 48.10376077410177, 13.18924102950396 47.68830878355953, 13.10957352014283 47.41487590828059, 12.67431379082458 47.58467512379328, 11.10568950971246 47.29654086403499, 10.68827379441339 47.45297635034562, 10.17570780369215 47.17474617172962, 9.9146804650145 47.44805331568342, 9.235828370072364 47.56524484440839, 7.50685157762396 47.52642595812717, 7.482668815641091 48.14616469476455, 8.031490788775866 48.90823115565568, 6.690754274188929 49.07533684277588, 6.280323514967781 49.40194015254462, 6.345329604463586 49.73029179628423, 6.013692922371089 50.04606805164539, 6.280711449973846 50.39758467107421, 5.770826571950687 51.00231738202208, 6.1223151209948 51.40910513243688, 5.864776515090395 51.79442641997588), (13.58573316152193 54.24502099832381, 13.52741650847289 54.24291286284735, 13.52687166606052 54.2316857914555, 13.58573316152193 54.24502099832381)))
161	Luxembourg	LU	MULTIPOLYGON (((5.787638689225211 49.64244609642082, 5.649421701402748 49.92557381657302, 5.992463123958782 50.27851514531129, 6.622819331980671 49.82319527323592, 6.394514413291744 49.36476537512875, 5.816282739542331 49.40902738258556, 5.787638689225211 49.64244609642082)))
162	Netherlands	NL	MULTIPOLYGON (((3.360495192238029 51.47567061478641, 4.361769843833706 52.31271038089922, 4.678072233514841 53.161876111318, 4.915040875014903 53.2783748488335, 4.98494677001313 53.02650190380496, 5.315829547684107 53.17916198737193, 5.373517720714195 53.28314108563069, 5.082499188495889 53.30956439019437, 5.132423726938585 53.46905742571434, 6.760364117148211 53.56411615838311, 7.303992047745687 53.27205177175011, 7.047633726528729 52.5343398726453, 7.126893163077836 52.17028624095562, 6.778854862899435 51.81152529481174, 6.106295277656581 51.76872109743677, 6.32249941048073 51.36359252965531, 6.045316405089984 50.66305723846728, 5.624984041974852 50.68625047003673, 5.539552335285313 50.86097729066115, 5.699204412718896 51.09605841968992, 5.0109497199549 51.32801686884452, 3.433717653930454 51.14497120652202, 3.281856992156968 51.25680144100374, 3.360495192238029 51.47567061478641), (6.936109696948423 52.54393663292483, 6.899302482686174 52.54824490704419, 6.863103350779356 52.5490322748477, 6.929632507990529 52.54094500169474, 6.936109696948423 52.54393663292483), (5.500122555848129 52.66625406388086, 5.389228745249578 52.75709295211431, 5.18894225671163 52.51668153310514, 5.37931080958278 52.5876713792321, 5.500122555848129 52.66625406388086), (5.276777179587573 52.84831205284772, 5.273460993902177 52.90311510418944, 5.28484807829811 52.93121380951951, 5.204659551580893 52.88736479780431, 5.276777179587573 52.84831205284772)))
163	Albania	AL	MULTIPOLYGON (((19.27304486634934 42.07184837137172, 19.21309506281444 42.24854942106803, 19.73311340038258 42.7591725775216, 19.86340287185618 42.59725832829687, 20.22195203518498 42.59110074740564, 20.68767062375251 42.08185454318757, 20.6106000563107 41.29028633357258, 20.80189637492697 41.01964571576806, 21.06210763618575 40.95505440733422, 21.1514143387913 40.60122611157515, 20.74290195884745 40.03104251039299, 20.44655388638205 39.95547369160496, 20.50358721418904 39.77708798140568, 20.25999017426896 39.55569825499717, 19.93801568515494 39.60670293640759, 19.79520333270039 39.95980382431524, 19.19509744318286 40.38931242643882, 19.48926411408355 41.74173880402142, 19.28862961089081 41.78787501701166, 19.27304486634934 42.07184837137172)))
164	Austria	AT	MULTIPOLYGON (((9.516420802269506 47.40689010430221, 9.500090068623974 47.61501604384413, 9.767235652301784 47.69090969769201, 10.31483419633819 47.42742569468601, 10.42123563867993 47.67970455105803, 11.09484872842346 47.49638826249058, 11.67072167512321 47.68395467358683, 12.8179492675708 47.74865128352794, 12.68104224803438 48.18345311754246, 13.33394860627543 48.44586887624414, 13.38464345548533 48.64127898984879, 13.70933600431964 48.63326901463395, 13.81596654464835 48.87204042645457, 14.21663580394239 48.69245504261995, 14.63251148264991 48.72385378389146, 15.03944457879401 49.11815623843927, 16.92729653082356 48.81957797471024, 17.04598921753648 48.61285330890626, 16.95006397472867 48.39773606993769, 17.26452520745428 48.03168248905852, 17.12721484819787 47.64144769851376, 16.80395303604356 47.58436916564634, 16.58203406383938 47.32455357474462, 16.56508423067538 46.92693033348787, 14.5546291959 46.30795580177613, 12.52542927888544 46.56596624623336, 12.03892049651349 46.94673651842347, 11.21291380227941 46.87165343988671, 11.01851892231623 46.6733417819653, 10.37374569178922 46.85485579226059, 10.07906888740207 46.75499840990329, 9.525215989683378 46.99594286787902, 9.516420802269506 47.40689010430221), (12.92779058138445 47.62220310478034, 12.9253799562158 47.60614474406063, 12.97502664304797 47.58063358702439, 12.98630372582039 47.61565853642703, 12.92779058138445 47.62220310478034)))
165	Bosnia and Herzegovina	BA	MULTIPOLYGON (((15.89636247889892 44.61019222660906, 15.64066680921328 44.80835653548012, 15.69722622021991 45.21544257143672, 15.85748071301908 45.31931963367517, 16.28894677822469 45.10677315121325, 16.48473497657922 45.31413357386856, 16.92413328375219 45.36542280150661, 17.85620623295707 45.15411176956572, 18.64597035129532 45.18262764082228, 18.89679728440071 44.95902863207399, 19.44764559874983 44.9538578864945, 19.20750951749607 44.37920078860132, 19.71497744010273 43.98912920545541, 19.52490455423178 43.86033655416205, 19.53174237702297 43.48548564915058, 19.13905894332721 43.43141278454135, 19.08326444596862 43.13879198726353, 18.77968459838545 43.18820773216031, 18.57554281885566 42.92432923461517, 18.65913597089369 42.591962887644, 18.4400909953659 42.46702980080534, 17.51763015319181 42.86450771111161, 17.16151395441787 43.39260900987815, 16.06377237434116 44.14102338506193, 15.89636247889892 44.61019222660906)))
166	Croatia	HR	MULTIPOLYGON (((13.65703594921399 45.55720011175245, 14.37474010601029 45.58544526888371, 14.60459131869071 45.76830081604574, 15.19870426428942 45.54080818643187, 15.24424226026295 45.82648056768588, 15.62188805839497 45.94450089734105, 15.58390549453877 46.28675033993999, 16.2854087795653 46.63056570318621, 16.70784676881064 46.5539599789319, 17.3681606797618 46.05823689834215, 17.89192127780131 45.88418241033935, 18.86626617231082 45.99999660802936, 19.18461063939347 45.56872372326756, 19.13066174085142 45.40519768282122, 19.5241099379373 45.23123214104566, 19.45984339644078 45.0889212859289, 19.21657052922215 45.09460290968127, 19.08253339940606 44.7710115413205, 18.28900892020176 45.03098243664153, 17.86652765509447 44.94956450201914, 16.5858187272475 45.1292060540457, 16.28166631238723 44.89962921692587, 15.86506544640907 45.06641903029794, 15.85137885279221 44.84125974495439, 16.20568777666528 44.55755086918016, 16.28765118666183 44.28728330676065, 17.33072445789705 43.52901197067295, 17.76941703862762 43.01692343639183, 18.47065278114768 42.68559307535215, 18.60414563019374 42.35104147560534, 17.84241041804046 42.67240650687175, 17.32812546805959 42.66642368736838, 17.23547886072709 42.83432628051288, 16.63234046101227 42.83440422581938, 16.3450954372562 43.09998932148454, 16.25278229162617 42.93314277267873, 16.0026770936443 42.93191110672654, 15.96001725871004 43.10550767002035, 16.28462813837209 43.16244741210902, 16.35206375029001 43.44891245597195, 15.99473038810904 43.3911473278478, 15.32385516459331 43.90380252699637, 15.20119300457437 43.77135650763977, 15.04116946707008 43.84565996979002, 14.76042057223377 44.13794278642131, 14.8490078396739 44.27242750304845, 15.06094196939412 44.1546107373043, 14.65317162858056 44.6327355878575, 14.77996649549201 44.84662199119069, 14.54650327514869 44.89945534816, 14.54127481153109 44.37640300515505, 14.28456070185122 44.53440689449168, 14.2410398790034 44.9212655787858, 13.83370544473895 44.70188250890027, 13.4086764102236 45.47440585862773, 13.65703594921399 45.55720011175245), (15.10295150743708 44.10455957998986, 15.11108942045105 44.09411645588209, 15.13843386889886 44.07054309397531, 15.10295150743708 44.10455957998986)))
167	Czech Republic	CZ	MULTIPOLYGON (((12.09612876887177 50.15754701390748, 12.04345169256873 50.40899471677727, 12.94680234577341 50.51271699155534, 14.17014219453625 50.94982314521897, 14.27948302912411 51.14884355190436, 14.74801791112701 50.9247418764759, 15.18202171462489 51.11458910831395, 15.45145405424559 50.88443354058525, 16.4277510692004 50.72580262035815, 16.54736060334903 50.57955488025183, 16.44745577188895 50.431509102487, 16.66689864799103 50.20609788242785, 16.88366962554254 50.53840602966811, 17.7580041142861 50.41321891248253, 17.88237405515055 50.08139172754968, 18.64095509816725 49.99051200587924, 18.95081169667518 49.50805454800066, 17.80202758206846 48.78732549417246, 17.21417645944059 48.77082391472265, 16.97977240517086 48.52487445198427, 15.08148451903869 48.91074916950391, 14.73362438365932 48.48710439181097, 14.26402320845417 48.48352842392642, 12.61745652820783 49.34282766474605, 12.36553273519013 49.65200007743186, 12.41905291156674 49.8940485037874, 12.09612876887177 50.15754701390748)))
168	Denmark	DK	MULTIPOLYGON (((14.88300149327161 55.3402893219921, 15.24176605398428 55.16552076519874, 15.13775157927845 54.92193702575988, 14.58849998777796 55.0577477561807, 14.67574119226013 55.36589717086866, 14.88300149327161 55.3402893219921)), ((8.032467397962284 55.95303681289008, 8.028531610849429 56.5858913888027, 8.518825352371941 57.17728967533093, 9.368961367594192 57.25034467598226, 9.922091549159465 57.67968688865626, 10.66154140081684 57.83612258274561, 10.74186435847399 57.70795750156094, 10.54336729912787 57.56736356682963, 10.6267499419623 57.19625266152162, 10.37231003191966 56.89847757432563, 10.4581401847092 56.62105500456848, 11.05824149890884 56.46918121548983, 10.64322434480887 56.04979602632019, 11.01902132522149 55.0271848066218, 11.6442306297009 55.01230710028035, 11.17141923132159 55.13481118035644, 10.80131238749216 55.79636900159284, 11.32526578688319 55.85523154744883, 11.1808282401409 55.95052347528713, 11.24029542298804 56.08604802140395, 11.8114941007144 56.05324924319149, 12.30412068291388 56.22857886195072, 12.71682140380731 56.0498179990038, 12.68578283152367 55.65469931332652, 12.37787926061702 55.49787708728348, 12.55134512644048 55.24423494079168, 12.3376265899507 55.1344715116315, 12.65418988991196 54.94258624880491, 12.26204586531446 54.80709726889123, 11.97015589385514 54.46199245333276, 10.97802639057111 54.6712565617306, 10.9156837622413 54.87435654465712, 10.73337896687997 54.62675674165469, 10.53880003351366 54.84930525174864, 10.40672222235237 54.721392304947, 10.1647077678171 54.84496231275322, 9.348805335759858 54.71057473286377, 8.675354510764247 54.79735579957258, 8.36067088044943 55.10276930655875, 8.549803357836488 55.34677489778933, 8.009727878310661 55.50071702457225, 8.032467397962284 55.95303681289008), (10.04427948867148 55.07776143178035, 10.04000312004245 55.08951497941053, 10.02671703004715 55.09081239833203, 10.03470030702803 55.0861035145512, 10.04427948867148 55.07776143178035), (10.53094752191069 55.66271031386815, 10.37179558885923 56.05976717816012, 10.09993048174317 55.66497940794147, 10.3000446048044 55.71566189542269, 10.53094752191069 55.66271031386815), (9.724428077344715 55.37330205393692, 9.734758767775569 55.36044670649063, 9.748943738778697 55.35372677636714, 9.741334563047118 55.3633427471244, 9.724428077344715 55.37330205393692), (9.810179671822759 55.23286971426837, 9.789685724231152 55.17926637371532, 9.918724008269109 55.13544572836662, 9.833376770661348 55.20545900269941, 9.810179671822759 55.23286971426837), (9.070492665167905 56.92291909568785, 9.024249893834059 56.91410439122939, 9.023124663231828 56.90660730652625, 9.066949962766003 56.90751850547375, 9.070492665167905 56.92291909568785), (12.30206624115314 55.13293963618796, 12.28998052044214 55.1331304985056, 12.27653658701655 55.13365665419101, 12.2770067013606 55.12862034945147, 12.30206624115314 55.13293963618796)), ((10.9141048014694 57.148137655432, 10.80608046082529 57.35026776036293, 11.2788291284196 57.37093105863656, 11.24327702531528 57.22417276950105, 10.9141048014694 57.148137655432)))
169	Hungary	HU	MULTIPOLYGON (((16.21846447458167 46.77073825933173, 16.01677674864393 46.90087163363842, 16.36528287513492 47.10942799420573, 16.36970405657616 47.46964173139633, 16.57806060032416 47.53062164293456, 16.35396149654372 47.60465445898281, 16.36351718571916 47.74729401950425, 16.95663541241515 47.7960304067108, 17.17265681863477 48.12040641244933, 17.80245665225364 47.84658831137048, 18.64297949525654 47.85931473320838, 18.80787076059175 48.14184358930666, 19.63482275730516 48.33379993118899, 19.91849180137527 48.2397496270051, 20.63158416999299 48.65936202242577, 21.44609753010166 48.67503196441623, 21.79037187845691 48.44141661034089, 22.29701300230188 48.49855894153585, 22.98254821356475 48.05211509736883, 22.82661771116468 47.75451285846808, 22.11778904538672 47.46363676627811, 21.25118966104598 46.22991290073948, 20.64505813719024 46.03350239642035, 19.60547339255859 46.07574445969079, 18.44377685069889 45.6514776508505, 17.8566252742287 45.6868572973188, 17.26365880915249 45.88740035004139, 16.21846447458167 46.77073825933173)))
170	Italy	IT	MULTIPOLYGON (((6.905183585639402 45.95131316332237, 7.792813653632856 46.02394331455837, 8.430399829058986 46.5614692800317, 8.544670786768732 46.29594036157503, 8.943675704319794 46.09720370254171, 9.256947089450824 46.59379579538569, 9.673656144143443 46.39727762213894, 10.08728244581927 46.7061640522068, 10.36709584516477 46.64712395019147, 10.43177510545193 46.96323888936398, 10.97712052117123 46.87265968129187, 11.16206796530569 47.06620949556626, 12.16531936602626 47.19239727516343, 12.46877961362355 46.78729713466, 13.76874458333214 46.61315922707312, 13.78269842264331 46.40952819059219, 13.58983640690462 46.31013579160986, 13.76037357526723 46.20848197769891, 13.71449045439566 45.88310181600806, 14.00329908661529 45.58365314812806, 13.70562210041682 45.49675227829581, 13.60106520314795 45.6699149917428, 13.19170834119163 45.67683623870391, 12.32687035151685 45.24326913903576, 12.63760659910085 44.9700674891662, 12.34631386270438 44.70230506249273, 12.45207191653734 44.30360480847726, 13.65502294339121 43.65313317286973, 14.09590707205675 42.7310971134646, 14.81597799527887 42.16006745557984, 16.18231830470063 42.00416996618601, 16.28610543036931 41.75408713422006, 16.03660113440812 41.52633980373309, 18.08434763685992 40.71274944393436, 18.60021113688899 40.18274699605485, 18.48285296270733 39.77645705454428, 18.16033653378311 39.74545578714957, 17.82332391685429 40.1881777856136, 16.98509376493911 40.37490247536825, 16.58871119724892 39.77497678330081, 17.22310359598559 39.45951748062807, 17.26191846592519 38.92596674219044, 16.66239704265989 38.72684327147375, 16.66333226687244 38.39468786523654, 16.11559156860756 37.84298904584337, 15.7367574555142 37.82271735002939, 15.54137562593509 37.9740974025753, 15.44223643327115 37.87557663432899, 15.18705425858041 37.44571326286783, 15.4131829315004 36.98273824179505, 15.13803827703655 36.56327483584871, 12.59886452992707 37.47778787042773, 12.33580954018134 37.83450739535058, 12.71880584385653 38.23861633819821, 12.91874619210783 38.12667951340509, 13.33060209833017 38.31676935790401, 13.77829482474682 38.07177473785696, 15.73499638527819 38.36435165409691, 15.76819319183429 38.71509919247024, 16.11986552016169 38.85531931644645, 15.6466466211961 39.89999139177779, 14.89393106839717 40.1464449759553, 14.76374092563314 40.5567335648795, 14.34448643045122 40.51815576626039, 14.31179273879071 40.71190312047794, 14.00902128906201 40.74583146419118, 13.67717817595928 41.15474473287317, 13.01066009530763 41.16194261138135, 12.60358260952403 41.37274212492317, 11.56991501181989 42.21502037253764, 11.03727977465257 42.31662887801271, 11.04780219148664 42.52353920543489, 10.66981040028922 42.84451979690324, 10.53603976900965 42.87398794715467, 10.44017422710746 42.61096198544985, 10.07686072672748 42.65170355769002, 10.04783013473312 42.87664609143682, 10.48040896846306 42.94501431540536, 10.04044303011103 43.93174966217799, 8.763373194191827 44.32739615820201, 8.104323440198739 43.79996936011423, 7.487505666138478 43.69245741470841, 7.39999308402261 43.90172587446946, 7.56709058811395 44.0648645354202, 7.316855330007492 44.03746861433624, 6.810060411908029 44.30168316294156, 6.757760265794481 44.57199400099383, 6.90840765135357 44.7629338881028, 6.524740696381458 45.10327250492072, 7.041600787252991 45.32510765458591, 6.711414444955896 45.71209998350761, 6.905183585639402 45.95131316332237)), ((8.063711585679204 40.67274592579085, 8.201415476862243 41.03478667829185, 8.545550607684705 40.9346943232912, 9.211010041440252 41.35225820864305, 9.634072989862222 41.1876110522761, 9.923998186719036 40.5329619750056, 9.724618992176149 40.23207822514757, 9.812082713217245 40.02314828550367, 9.641243699233822 39.08082556623997, 9.132641365470613 39.08807937797661, 8.858547229095876 38.77818072225932, 8.345485068498128 38.88074858108023, 8.245829916121318 39.07449982718296, 8.358368111611444 40.2945410036263, 8.063711585679204 40.67274592579085)))
171	Montenegro	ME	MULTIPOLYGON (((18.35565718125805 42.57036488630322, 18.40093552947422 43.02509074033786, 18.99754762895597 43.6552962898827, 20.4752581357019 42.86899557790603, 20.11363179706168 42.47025596564752, 19.67446653412125 42.46699869863431, 19.43838719705026 42.20278911081137, 19.37200311575428 41.74908961722064, 18.4350041588534 42.37349013837184, 18.35565718125805 42.57036488630322)))
172	Poland	PL	MULTIPOLYGON (((14.19818713578807 53.76198144660111, 14.19161029240113 54.02266302811536, 16.14874825215452 54.35592885109016, 16.50839984474343 54.6383145136359, 17.91298447706214 54.92648952785594, 18.7877956699271 54.77311163653848, 18.9128831266143 54.5543422916898, 18.6513099975842 54.60481636499707, 18.66863292169327 54.50618763093674, 18.89827451787492 54.44570667946664, 19.6290625607639 54.56325690001628, 23.0119288262666 54.48432158056248, 23.56466643288833 54.19801878018539, 24.02584921567824 53.0496920862938, 24.00721001844245 52.64802825832966, 23.32509046606796 52.30949453554764, 23.7204445912988 52.13690735780456, 23.6426043423049 51.61913389191102, 24.23155450076608 50.90692867447564, 24.20733576540568 50.53877743435694, 22.77237665773621 49.51979372195626, 22.97237201170767 49.1159141957964, 22.88552202225918 48.90291964255282, 21.60549703703211 49.33554146278499, 20.9266550379749 49.19696367935704, 20.37558214203344 49.29320375613844, 20.10476609883251 49.08293189994482, 19.76948154263741 49.10118381001428, 19.44566028926105 49.49168469446074, 18.95756901591817 49.30345414126067, 18.47926254038074 49.82807036913784, 17.81190042811271 49.89365116267756, 17.07992913575823 50.30282909539589, 17.04241940313011 50.12538168603032, 16.60100168938488 50.0168090390679, 16.14700833911816 50.34089536317254, 16.22681753454816 50.56797306541849, 15.35250186332612 50.68321997323704, 15.17163333513033 50.91022210921156, 14.98851388820344 50.7615806301904, 14.73935933800207 50.82018590490085, 14.93001661676623 51.2474375456409, 14.50545999619107 51.79044620379749, 14.6557652216977 52.07177830554079, 14.44227508791801 52.3574546534831, 14.53057609134627 52.52752187901447, 14.05399922709614 52.83206091134177, 14.293807219159 53.16680039069797, 14.19818713578807 53.76198144660111)))
173	San Marino	SM	MULTIPOLYGON (((12.35789114259032 44.03948038110936, 12.57818635564714 44.05464473597294, 12.57142128521104 43.85022144965746, 12.33443322330986 43.84738152160597, 12.35789114259032 44.03948038110936)))
174	Serbia	RS	MULTIPOLYGON (((18.86083892721105 45.72984041811351, 18.72893882822954 45.96031420821298, 19.06500471121554 46.11820371867071, 20.221481852898 46.24878831077509, 20.88380175588687 45.81561973977369, 20.88814100873038 45.54410060026948, 21.56211548062286 45.24447616583539, 21.70454954007553 44.75736080010522, 22.13812664412004 44.59572334972396, 22.42436361157279 44.81198296760986, 22.78539268594843 44.67388497822974, 22.84765915010653 44.50016467156901, 22.59102053185596 44.43758705141895, 22.77286246644171 44.18418790613683, 22.47265116758896 43.8322028610904, 23.10238948623086 43.17007198132812, 22.8097718896677 42.81899180567168, 22.54391233223173 42.76994181142167, 22.60420029920223 42.34546066181091, 21.11569741327414 42.09453666643896, 20.86396376564414 41.99960987249589, 20.77425367409413 41.77533837869917, 20.5320060486904 41.80047364923044, 20.43979603165539 42.15775857207512, 20.18413533171362 42.25140107999739, 19.88197974774524 42.67741463465472, 20.16753570513113 42.86569374335459, 19.13889840588964 43.46944544356272, 19.40951339364033 43.6881805179978, 19.14835696132246 44.05185617526514, 19.36819639257031 44.08038002447294, 19.0074386994911 44.33154198419946, 19.25577756359585 44.81385766878065, 18.91538665628595 44.87257756881548, 19.0548654211507 45.21620980253523, 18.81218980768345 45.52964292966735, 18.86083892721105 45.72984041811351)))
175	Slovakia	SK	MULTIPOLYGON (((16.86266145023905 48.20452854587007, 16.75662420572434 48.46203626494677, 17.04540847228625 48.90620743155905, 17.68472584811203 48.95352842432923, 18.55427792189158 49.59299550248679, 19.11890553041566 49.49783419213393, 19.50255775625597 49.69628517350637, 20.0265808652414 49.31487885651158, 20.3595220049205 49.49304864909754, 20.92386064549547 49.39831997575841, 21.63515133837334 49.53395939822007, 22.6565294443913 49.09683136045087, 22.11473061766535 48.27929024292724, 21.69811575135271 48.25831810177757, 21.42994787211573 48.47140846426701, 20.66977993778946 48.46298982854085, 19.95920267128994 48.0381329612844, 19.64035850815222 48.13328174117621, 19.48371097808842 47.99007467172722, 18.89036679794724 47.95454313439912, 18.92935210316202 47.75728812529849, 18.66517497297264 47.65974059014366, 17.75668227559896 47.6512239340633, 17.07017082875834 47.95007414741741, 16.86266145023905 48.20452854587007)))
